income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,ab_model_infection,scenario,name,strategy
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,FALSE,33,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,TRUE,34,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,FALSE,35,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,TRUE,36,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,FALSE,37,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,TRUE,38,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,FALSE,39,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,TRUE,40,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,FALSE,41,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,TRUE,42,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,FALSE,43,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,TRUE,44,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,FALSE,45,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,TRUE,46,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,FALSE,47,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,TRUE,48,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,FALSE,49,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,TRUE,50,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,FALSE,51,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,TRUE,52,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,FALSE,53,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,TRUE,54,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,FALSE,55,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,TRUE,56,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,FALSE,57,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,TRUE,58,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,FALSE,59,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,TRUE,60,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,FALSE,61,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,TRUE,62,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,FALSE,63,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,TRUE,64,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,FALSE,65,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,TRUE,66,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,FALSE,67,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,TRUE,68,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,FALSE,69,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,TRUE,70,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,FALSE,71,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,TRUE,72,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,FALSE,73,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,TRUE,74,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,FALSE,75,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,TRUE,76,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,FALSE,77,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,TRUE,78,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,FALSE,79,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,TRUE,80,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,FALSE,81,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,TRUE,82,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,FALSE,83,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,TRUE,84,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,FALSE,85,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,TRUE,86,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,FALSE,87,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,TRUE,88,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,FALSE,89,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,TRUE,90,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,FALSE,91,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,TRUE,92,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,FALSE,93,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,TRUE,94,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,FALSE,95,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,TRUE,96,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,FALSE,97,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,TRUE,98,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,FALSE,99,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,TRUE,100,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,FALSE,101,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,TRUE,102,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,FALSE,103,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,TRUE,104,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,FALSE,105,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,TRUE,106,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,FALSE,107,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,TRUE,108,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,FALSE,109,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,TRUE,110,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,FALSE,111,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,TRUE,112,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,FALSE,113,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,TRUE,114,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,FALSE,115,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,TRUE,116,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,FALSE,117,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,TRUE,118,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,FALSE,119,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,TRUE,120,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,FALSE,121,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,TRUE,122,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,FALSE,123,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,TRUE,124,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,FALSE,125,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,TRUE,126,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,FALSE,127,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,TRUE,128,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,FALSE,129,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,TRUE,130,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,FALSE,131,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,TRUE,132,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,FALSE,133,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,TRUE,134,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,FALSE,135,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,TRUE,136,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,FALSE,137,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,TRUE,138,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,FALSE,139,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,TRUE,140,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,FALSE,141,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,TRUE,142,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,FALSE,143,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,TRUE,144,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,FALSE,145,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,TRUE,146,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,FALSE,147,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,TRUE,148,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,FALSE,149,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,TRUE,150,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,FALSE,151,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,TRUE,152,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,FALSE,153,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,TRUE,154,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,FALSE,155,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,TRUE,156,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,FALSE,157,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,TRUE,158,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,FALSE,159,scenario1,realistic
HIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,TRUE,160,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,FALSE,161,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,TRUE,162,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,FALSE,163,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,TRUE,164,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,FALSE,165,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,TRUE,166,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,FALSE,167,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,TRUE,168,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,FALSE,169,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,TRUE,170,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,FALSE,171,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,TRUE,172,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,FALSE,173,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,TRUE,174,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,FALSE,175,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,TRUE,176,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,FALSE,177,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,TRUE,178,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,FALSE,179,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,TRUE,180,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,FALSE,181,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,TRUE,182,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,FALSE,183,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,TRUE,184,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,FALSE,185,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,TRUE,186,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,FALSE,187,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,TRUE,188,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,FALSE,189,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,TRUE,190,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,FALSE,191,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,TRUE,192,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,FALSE,193,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,TRUE,194,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,FALSE,195,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,TRUE,196,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,FALSE,197,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,TRUE,198,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,FALSE,199,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,TRUE,200,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,FALSE,201,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,TRUE,202,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,FALSE,203,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,TRUE,204,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,FALSE,205,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,TRUE,206,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,FALSE,207,scenario1,realistic
