income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,ab_model_infection,scenario,name,strategy
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,TRUE,208,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,FALSE,209,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,TRUE,210,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,FALSE,211,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,TRUE,212,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,FALSE,213,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,TRUE,214,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,FALSE,215,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,TRUE,216,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,FALSE,217,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,TRUE,218,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,FALSE,219,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,TRUE,220,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,FALSE,221,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,TRUE,222,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,FALSE,223,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,TRUE,224,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,FALSE,225,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,TRUE,226,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,FALSE,227,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,TRUE,228,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,FALSE,229,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,TRUE,230,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,FALSE,231,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,TRUE,232,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,FALSE,233,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,TRUE,234,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,FALSE,235,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,TRUE,236,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,FALSE,237,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,TRUE,238,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,FALSE,239,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,TRUE,240,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,FALSE,241,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,1,10,1,6,0.025,TRUE,242,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,FALSE,243,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,2,10,1,6,0.025,TRUE,244,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,FALSE,245,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,3,10,1,6,0.025,TRUE,246,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,FALSE,247,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,4,10,1,6,0.025,TRUE,248,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,FALSE,249,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,5,10,1,6,0.025,TRUE,250,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,FALSE,251,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,6,10,1,6,0.025,TRUE,252,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,FALSE,253,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,7,10,1,6,0.025,TRUE,254,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,FALSE,255,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,8,10,1,6,0.025,TRUE,256,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,FALSE,257,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,9,10,1,6,0.025,TRUE,258,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,FALSE,259,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,10,10,1,6,0.025,TRUE,260,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,FALSE,261,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,11,10,1,6,0.025,TRUE,262,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,FALSE,263,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,12,10,1,6,0.025,TRUE,264,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,FALSE,265,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,13,10,1,6,0.025,TRUE,266,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,FALSE,267,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,14,10,1,6,0.025,TRUE,268,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,FALSE,269,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,15,10,1,6,0.025,TRUE,270,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,FALSE,271,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,16,10,1,6,0.025,TRUE,272,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,FALSE,273,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,17,10,1,6,0.025,TRUE,274,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,FALSE,275,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,18,10,1,6,0.025,TRUE,276,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,FALSE,277,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,19,10,1,6,0.025,TRUE,278,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,FALSE,279,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,14,1/1/2021,0.5,20,10,1,6,0.025,TRUE,280,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,FALSE,281,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,1,10,1,6,0.025,TRUE,282,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,FALSE,283,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,2,10,1,6,0.025,TRUE,284,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,FALSE,285,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,3,10,1,6,0.025,TRUE,286,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,FALSE,287,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,4,10,1,6,0.025,TRUE,288,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,FALSE,289,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,5,10,1,6,0.025,TRUE,290,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,FALSE,291,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,6,10,1,6,0.025,TRUE,292,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,FALSE,293,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,7,10,1,6,0.025,TRUE,294,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,FALSE,295,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,8,10,1,6,0.025,TRUE,296,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,FALSE,297,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,9,10,1,6,0.025,TRUE,298,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,FALSE,299,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,10,10,1,6,0.025,TRUE,300,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,FALSE,301,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,11,10,1,6,0.025,TRUE,302,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,FALSE,303,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,12,10,1,6,0.025,TRUE,304,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,FALSE,305,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,13,10,1,6,0.025,TRUE,306,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,FALSE,307,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,14,10,1,6,0.025,TRUE,308,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,FALSE,309,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,15,10,1,6,0.025,TRUE,310,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,FALSE,311,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,16,10,1,6,0.025,TRUE,312,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,FALSE,313,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,17,10,1,6,0.025,TRUE,314,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,FALSE,315,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,18,10,1,6,0.025,TRUE,316,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,FALSE,317,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,19,10,1,6,0.025,TRUE,318,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,FALSE,319,scenario1,realistic
UMIC,1000000,Present,3,Pfizer,0.8,14,5,1/1/2021,0.5,20,10,1,6,0.025,TRUE,320,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,1,10,1,6,0.025,FALSE,321,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,1,10,1,6,0.025,TRUE,322,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,2,10,1,6,0.025,FALSE,323,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,2,10,1,6,0.025,TRUE,324,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,3,10,1,6,0.025,FALSE,325,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,3,10,1,6,0.025,TRUE,326,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,4,10,1,6,0.025,FALSE,327,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,4,10,1,6,0.025,TRUE,328,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,5,10,1,6,0.025,FALSE,329,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,5,10,1,6,0.025,TRUE,330,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,6,10,1,6,0.025,FALSE,331,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,6,10,1,6,0.025,TRUE,332,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,7,10,1,6,0.025,FALSE,333,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,7,10,1,6,0.025,TRUE,334,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,8,10,1,6,0.025,FALSE,335,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,8,10,1,6,0.025,TRUE,336,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,9,10,1,6,0.025,FALSE,337,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,9,10,1,6,0.025,TRUE,338,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,10,10,1,6,0.025,FALSE,339,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,10,10,1,6,0.025,TRUE,340,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,11,10,1,6,0.025,FALSE,341,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,11,10,1,6,0.025,TRUE,342,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,12,10,1,6,0.025,FALSE,343,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,12,10,1,6,0.025,TRUE,344,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,13,10,1,6,0.025,FALSE,345,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,13,10,1,6,0.025,TRUE,346,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,14,10,1,6,0.025,FALSE,347,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,14,10,1,6,0.025,TRUE,348,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,15,10,1,6,0.025,FALSE,349,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,15,10,1,6,0.025,TRUE,350,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,16,10,1,6,0.025,FALSE,351,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,16,10,1,6,0.025,TRUE,352,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,17,10,1,6,0.025,FALSE,353,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,17,10,1,6,0.025,TRUE,354,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,18,10,1,6,0.025,FALSE,355,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,18,10,1,6,0.025,TRUE,356,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,19,10,1,6,0.025,FALSE,357,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,19,10,1,6,0.025,TRUE,358,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,20,10,1,6,0.025,FALSE,359,scenario1,realistic
HIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,20,10,1,6,0.025,TRUE,360,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,1,10,1,6,0.025,FALSE,361,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,1,10,1,6,0.025,TRUE,362,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,2,10,1,6,0.025,FALSE,363,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,2,10,1,6,0.025,TRUE,364,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,3,10,1,6,0.025,FALSE,365,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,3,10,1,6,0.025,TRUE,366,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,4,10,1,6,0.025,FALSE,367,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,4,10,1,6,0.025,TRUE,368,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,5,10,1,6,0.025,FALSE,369,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,5,10,1,6,0.025,TRUE,370,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,6,10,1,6,0.025,FALSE,371,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,6,10,1,6,0.025,TRUE,372,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,7,10,1,6,0.025,FALSE,373,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,7,10,1,6,0.025,TRUE,374,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,8,10,1,6,0.025,FALSE,375,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,8,10,1,6,0.025,TRUE,376,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,9,10,1,6,0.025,FALSE,377,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,9,10,1,6,0.025,TRUE,378,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,10,10,1,6,0.025,FALSE,379,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,10,10,1,6,0.025,TRUE,380,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,11,10,1,6,0.025,FALSE,381,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,11,10,1,6,0.025,TRUE,382,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,12,10,1,6,0.025,FALSE,383,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,12,10,1,6,0.025,TRUE,384,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,13,10,1,6,0.025,FALSE,385,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,13,10,1,6,0.025,TRUE,386,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,14,10,1,6,0.025,FALSE,387,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,14,10,1,6,0.025,TRUE,388,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,15,10,1,6,0.025,FALSE,389,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,15,10,1,6,0.025,TRUE,390,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,16,10,1,6,0.025,FALSE,391,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,16,10,1,6,0.025,TRUE,392,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,17,10,1,6,0.025,FALSE,393,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,17,10,1,6,0.025,TRUE,394,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,18,10,1,6,0.025,FALSE,395,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,18,10,1,6,0.025,TRUE,396,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,19,10,1,6,0.025,FALSE,397,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,19,10,1,6,0.025,TRUE,398,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,20,10,1,6,0.025,FALSE,399,scenario1,realistic
UMIC,1000000,Present,2,Pfizer,0,14,14,1/1/2021,0.5,20,10,1,6,0.025,TRUE,400,scenario1,realistic
